path,bytes,sha256,read_for
/Users/craigstratton/ClaudeCodexBridge/SOULS/MADDISON.md,10116,94ab91472c875078057c760ce773cb887724035d57267084e3592a256855525d,role/source reconciliation
/Users/craigstratton/ClaudeCodexBridge/HANNA_IDENTITY.md,17752,aea27595352707b4860fcdf9a46e69c6cad10d63afacf2960dd11dd5d2b3c0e0,role/source reconciliation
/Users/craigstratton/ClaudeCodexBridge/Hanna/HANNA_IDENTITY.md,17752,aea27595352707b4860fcdf9a46e69c6cad10d63afacf2960dd11dd5d2b3c0e0,role/source reconciliation
/Users/craigstratton/ClaudeCodexBridge/Hanna/HANNA_CANONICAL.md,7093,85765d6fb5f9da71624b43ca3c30c35e084ff40544a989771909ce27f633e55e,role/source reconciliation
/Users/craigstratton/ClaudeCodexBridge/local-agent-mesh/participants/maddi.md,337,288d3df46320e85da451472b822e66f13ac689397aad7b8054b400f9c94b5486,role/source reconciliation
/Users/craigstratton/ClaudeCodexBridge/local-agent-mesh/participants/oma.md,353,7e552a0bd5aa235d684e85303c636c84365afe3a17ef7c2a6a89c4dda135ea51,role/source reconciliation
/Users/craigstratton/ClaudeCodexBridge/local-agent-mesh/participants/sam.md,336,f190bd0c424f96fae97d88d13855bcb3008217477253b45897a2ee4e184f1671,role/source reconciliation
/Users/craigstratton/ClaudeCodexBridge/local-agent-mesh/participants/kayla.md,379,1fcaf14ba5cccd99f885cd6e44e397521af7e194a6cfefff0ecc9eaa2566d522,role/source reconciliation
/Users/craigstratton/ClaudeCodexBridge/local-agent-mesh/participants/burtha.md,347,bfe759558dcc03fa9fb5d109fd9935f57bfe698b672cf25131fa4b3c3930bc57,role/source reconciliation
/Users/craigstratton/ClaudeCodexBridge/local-agent-mesh/participants/hanna.md,347,7ade466db0a53797d9a01960f56d576c0b27273a33604449bd6670359c43d403,role/source reconciliation
/Users/craigstratton/ClaudeCodexBridge/Kayla/KAYLA_CANONICAL.md,1278,1cc29274807bec74ec6b006abb00644cf1f58964be8a1e1f467b68c54b88dddf,role/source reconciliation
/Users/craigstratton/.grok/fleet/AGENT-MEMORY/MADDI.md,386,d0f9640047a9d1c10137672f1dbb4d7fe10e86fd04fa72ffec3d99eba2f908bc,role/source reconciliation
/Users/craigstratton/.grok/fleet/AGENT-MEMORY/KAYLA.md,722,65479cae195412c77660b1962dd73f41e47015c205355929c83afea940f71ce8,role/source reconciliation
/Users/craigstratton/.grok/fleet/AGENT-MEMORY/HANNA.md,468,a642484776276e49a0d46f1aecba12a048404e6e876839aff926ab1d94e66539,role/source reconciliation
/Users/craigstratton/.grok/fleet/PERSONAS/MADDI.md,1503,9a293b76a743772e7eee2067412e34dcfffa382c6ef3ce8d43e48ef963bb5459,role/source reconciliation
/Users/craigstratton/.grok/fleet/PERSONAS/OMA.md,1357,81320f44ce42912eb4f74d7df2205a38ea50f61a5ac14a977413f85102d3f677,role/source reconciliation
/Users/craigstratton/.grok/fleet/PERSONAS/SAM.md,1131,efa96f1bb5c4a66f2ca8e4f20c45fee5add36f0094bb95fa766a917709f12b8e,role/source reconciliation
/Users/craigstratton/.grok/fleet/PERSONAS/KAYLA.md,1392,9bed9dc4958f13d3613ef6a1635284a6ee3603bcd4c423d562bb076eeabae0d5,role/source reconciliation
/Users/craigstratton/.grok/fleet/PERSONAS/BURTHA.md,1542,34e0b88ebb5f901a305d6996d33a81469f99dce016aac8db732c13f84967984c,role/source reconciliation
/Users/craigstratton/.grok/fleet/PERSONAS/HANNA.md,1337,940d7f9012e5674b493023770d28253711285238c8a5d2000c757e77ee44fb4e,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/02-personas-grok-fleet/MADDI.md,706,d901d1cf4362de65eaaa9fa3d5a922879fdafc022d6d828901c28c33b8a26347,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/02-personas-grok-fleet/SAM.md,1082,98ef958037ae30e8dfa6343f1c77916cfad718260bc55386783f441aa4cd7326,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/02-personas-grok-fleet/KAYLA.md,1136,bac84ef7883022f6624d089c092491b31bb857f8d89b417df65d767e76bc969e,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/02-personas-grok-fleet/HANNA.md,1039,be4f254307afcb2d779239e1f43cfd1921287cee8452c4a43de265df2488ed09,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/03-personas-shared-desk/MADDI.md,1454,5d2c97ff271077112582c7d27141e0c06532d3a30818e353c1a8d6be9218ba0c,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/03-personas-shared-desk/OMA.md,1308,990c620f383a32f8de0b8f68a18e8d38e3b8c62fadf14048be76d41d1bfd2483,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/03-personas-shared-desk/SAM.md,1082,98ef958037ae30e8dfa6343f1c77916cfad718260bc55386783f441aa4cd7326,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/03-personas-shared-desk/KAYLA.md,1715,195a15d64b9b3fb7c65be1e92aa7b3ce34349c7ae8b1d11ddbc16b4495bad8fd,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/03-personas-shared-desk/BURTHA.md,1493,f958af0fa8d162b447109ced1f03cb2966d88605df84be88c221f1a6098b831b,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/03-personas-shared-desk/HANNA.md,1073,5da81acfd701f66b202f283c5bc6444f4b12bfe263ca79407a35620568ed1f91,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/04-agent-memory-grok/MADDI.md,386,d0f9640047a9d1c10137672f1dbb4d7fe10e86fd04fa72ffec3d99eba2f908bc,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/04-agent-memory-grok/KAYLA.md,707,759b77567d596feb486dba7c8f0afe408c0029ae3ed0238a84f50500aca190e3,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/04-agent-memory-grok/HANNA.md,468,a642484776276e49a0d46f1aecba12a048404e6e876839aff926ab1d94e66539,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/05-agent-memory-shared/MADDI.md,894,bdb281060b8eeba17a441151a1fb5615f043837c28e9e588697738a2e8399701,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/05-agent-memory-shared/OMA.md,1038,7cf7e04568cc173cf6371f62b701c1b2b5ecd26d8322e089a1d4f3adca6d2d79,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/05-agent-memory-shared/SAM.md,2294,d17ece57ab9e839624fa9c511f73a5342b4c120a7d94008e9b5fa7efa3393745,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/05-agent-memory-shared/KAYLA.md,2619,1a78dad2779e64f4b3d0dccee562c13e37b8a744f1f3cd011486e76b3942e539,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/05-agent-memory-shared/BURTHA.md,1208,1e819193520b6e9381d7712ddbfd45fc26b7ede7fe20ceb8f598488b2b9f65c0,role/source reconciliation
/Volumes/T9/04_Fleet-Ops/Definitive-Packs/prosper-fleet-definitive-20260923/05-agent-memory-shared/HANNA.md,1526,f80b656718a3d60670c990c386684986d6834340c6b7ffca989b8e6168019375,role/source reconciliation
/Volumes/T9/PROSPER-ONE-AGENT-OS/_pointers/BURTHA.md,10042,67d714c14d8a3890f33787c4f254425ec256ce36aceb94dd1f64883aa77377bd,role/source reconciliation
